Date,Open,High,Low,Close,Adj Close,Volume
2021-11-26,51.630001,52.840000,50.160999,51.110001,51.110001,11333600
2021-11-29,53.009998,54.000000,50.610001,51.360001,51.360001,15403700
2021-11-30,51.203999,55.400002,51.200001,55.000000,55.000000,22751300
2021-12-01,56.075001,56.450001,50.799999,51.139999,51.139999,20740500
2021-12-02,52.500000,53.919998,44.810001,48.290001,48.290001,24915200
2021-12-03,47.049999,48.250000,42.779999,43.799999,43.799999,29079900
2021-12-06,44.500000,46.490002,41.150002,46.279999,46.279999,19762200
2021-12-07,47.759998,48.365002,46.060001,47.400002,47.400002,12192900
2021-12-08,48.000000,48.360001,46.139999,47.880001,47.880001,7994900
2021-12-09,47.509998,48.250000,45.509998,46.130001,46.130001,8557800
2021-12-10,45.799999,47.180000,45.340000,46.830002,46.830002,6577600
2021-12-13,45.810001,47.299999,45.195000,45.320000,45.320000,8210700
2021-12-14,43.810001,44.889999,43.189999,44.470001,44.470001,9067000
2021-12-15,43.799999,44.080002,40.630001,43.180000,43.180000,13774000
2021-12-16,43.930000,44.189999,41.799999,42.270000,42.270000,7746700
2021-12-17,41.180000,42.590000,40.130001,41.759998,41.759998,8422800
2021-12-20,40.299999,40.790001,38.419998,39.439999,39.439999,10533100
2021-12-21,40.660000,43.849998,40.650002,43.770000,43.770000,12240600
2021-12-22,42.810001,45.849998,42.620998,45.740002,45.740002,8621100
2021-12-23,45.299999,46.320000,44.590000,46.090000,46.090000,4684500
2021-12-27,45.759998,46.825001,45.200001,46.070000,46.070000,5343600
2021-12-28,45.869999,46.400002,44.759998,45.389999,45.389999,4549700
2021-12-29,45.250000,45.488998,42.709999,44.470001,44.470001,7476500
2021-12-30,44.160000,49.630001,44.009998,48.900002,48.900002,11373200
2021-12-31,48.430000,51.139999,48.365002,50.330002,50.330002,9809800
2022-01-03,51.119999,51.500000,48.049999,50.270000,50.270000,10873300
2022-01-04,49.779999,49.950001,46.070000,47.599998,47.599998,10009600
2022-01-05,46.360001,47.970001,45.980000,46.110001,46.110001,10182500
2022-01-06,46.220001,47.560001,45.259998,46.660000,46.660000,6973000
2022-01-07,46.720001,48.004002,44.180000,45.049999,45.049999,10044700
2022-01-10,44.430000,44.430000,40.431999,42.630001,42.630001,12708400
2022-01-11,42.880001,45.859001,42.750000,45.759998,45.759998,7588200
2022-01-12,46.900002,48.480000,46.360001,48.380001,48.380001,11799000
2022-01-13,47.990002,49.299999,47.279999,47.520000,47.520000,11268300
2022-01-14,47.990002,49.720001,47.280998,49.689999,49.689999,12121400
2022-01-18,47.970001,49.020000,47.150002,47.320000,47.320000,7257000
2022-01-19,47.299999,47.700001,43.799999,43.799999,43.799999,9921400
2022-01-20,45.000000,47.099998,44.439999,44.610001,44.610001,8602800
2022-01-21,44.009998,44.009998,41.630001,41.810001,41.810001,9484100
2022-01-24,39.950001,40.055000,36.595001,39.990002,39.990002,15026900
2022-01-25,38.790001,39.830002,37.430000,38.009998,38.009998,8912100
2022-01-26,39.500000,39.810001,36.794998,37.299999,37.299999,9687800
2022-01-27,36.904999,36.904999,32.509998,32.610001,32.610001,17538600
2022-01-28,31.700001,32.430000,30.379999,32.150002,32.150002,15158300
2022-01-31,33.840000,35.380001,32.619999,35.090000,35.090000,13233500
2022-02-01,36.279999,36.930000,34.270000,36.400002,36.400002,12985900
2022-02-02,36.020000,36.400002,34.730000,35.799999,35.799999,6932000
2022-02-03,34.799999,36.660000,34.459999,34.520000,34.520000,7304300
2022-02-04,35.500000,37.738998,35.000000,37.250000,37.250000,10681300
2022-02-07,36.189999,38.180000,36.111000,36.860001,36.860001,6773300
2022-02-08,36.520000,37.250000,35.560001,37.169998,37.169998,8726500
2022-02-09,39.840000,41.330002,38.889999,40.730000,40.730000,16398500
2022-02-10,39.220001,40.310001,38.549999,38.919998,38.919998,9177100
2022-02-11,38.900002,39.349998,36.610001,37.270000,37.270000,8371300
2022-02-14,36.459999,38.029999,36.293999,37.009998,37.009998,6644400
2022-02-15,38.250000,40.090000,37.720001,40.060001,40.060001,7314800
2022-02-16,39.200001,39.480000,38.416000,39.150002,39.150002,5892300
2022-02-17,39.480000,40.860001,39.160000,39.360001,39.360001,8041600
2022-02-18,39.770000,39.790001,37.389999,37.889999,37.889999,8184600
2022-02-22,36.230000,36.917999,34.080002,34.770000,34.770000,11832900
2022-02-23,35.810001,36.110001,33.799999,34.209999,34.209999,10980200
2022-02-24,31.198999,34.849998,30.930000,34.560001,34.560001,11893500
2022-02-25,35.060001,35.320000,33.360001,35.029999,35.029999,8169100
2022-02-28,34.779999,36.520000,34.400002,36.369999,36.369999,9763300
2022-03-01,35.639999,36.090000,33.619999,33.840000,33.840000,10832800
2022-03-02,34.160000,34.980000,33.400002,34.419998,34.419998,9739000
2022-03-03,34.500000,34.500000,30.620001,31.260000,31.260000,17168100
2022-03-04,30.910000,31.490000,29.356001,29.530001,29.530001,10899600
2022-03-07,29.190001,29.950001,26.950001,27.209999,27.209999,19520200
2022-03-08,26.340000,27.000000,25.440001,25.980000,25.980000,18713900
2022-03-09,27.290001,29.190001,27.139999,28.650000,28.650000,12201300
2022-03-10,27.209999,27.549999,25.330000,26.070000,26.070000,14539200
2022-03-11,26.830000,26.940001,22.620001,22.910000,22.910000,24734300
2022-03-14,20.020000,21.799999,18.010000,19.750000,19.750000,31384500
2022-03-15,19.200001,21.900000,18.830000,21.250000,21.250000,23678100
2022-03-16,25.709999,27.844999,24.510000,27.530001,27.530001,34515000
2022-03-17,25.280001,25.820000,23.799999,24.969999,24.969999,23721000
2022-03-18,25.309999,29.639999,24.969999,28.770000,28.770000,27982700
2022-03-21,27.799999,28.790001,26.455000,27.320000,27.320000,15074800
2022-03-22,28.117001,29.280001,27.610001,29.010000,29.010000,14356500
2022-03-23,28.120001,30.236000,27.820000,29.080000,29.080000,14885000
2022-03-24,29.080000,29.270000,27.406000,29.260000,29.260000,12147900
2022-03-25,27.500000,28.190001,26.450001,27.049999,27.049999,14020900
2022-03-28,27.379999,28.160000,26.080000,27.129999,27.129999,19135000
2022-03-29,27.670000,28.565001,27.240000,28.200001,28.200001,13725500
2022-03-30,28.885000,30.950001,28.299999,28.440001,28.440001,19172700
2022-03-31,28.459999,28.520000,27.200001,27.590000,27.590000,9221100
2022-04-01,30.000000,30.150000,28.230000,29.190001,29.190001,14765800
2022-04-04,30.799999,31.559999,29.940001,31.400000,31.400000,15871700
2022-04-05,31.000000,31.379999,29.250000,29.410000,29.410000,10621800
2022-04-06,28.860001,29.240000,27.540001,28.950001,28.950001,9102100
2022-04-07,28.799999,29.006001,27.120001,28.150000,28.150000,9354400
2022-04-08,27.860001,28.059999,26.930000,27.190001,27.190001,6554200
2022-04-11,25.469999,26.990000,24.750000,26.600000,26.600000,10419200
2022-04-12,26.469999,27.160000,25.000000,25.780001,25.780001,9710800
2022-04-13,26.490000,27.950001,25.902000,27.660000,27.660000,9296300
2022-04-14,26.900000,27.590000,26.790001,26.930000,26.930000,5618700
2022-04-18,26.510000,26.780001,25.600000,26.459999,26.459999,6588200
2022-04-19,26.340000,27.400000,25.490000,27.360001,27.360001,6010700
2022-04-20,26.620001,26.740000,24.815001,24.870001,24.870001,10066500
2022-04-21,25.559999,25.830000,23.520000,23.840000,23.840000,9715300
2022-04-22,24.150000,25.469000,23.850000,23.870001,23.870001,7971000
2022-04-25,23.190001,24.629999,22.850000,24.209999,24.209999,8777300
2022-04-26,24.120001,24.480000,22.389999,22.709999,22.709999,9012300
2022-04-27,23.549999,25.105000,23.309999,23.719999,23.719999,10610600
2022-04-28,24.400000,24.559999,22.469999,24.080000,24.080000,8793600
2022-04-29,25.809999,26.230000,24.559999,24.610001,24.610001,10900400
2022-05-02,24.340000,25.719999,24.070000,25.389999,25.389999,7735200
2022-05-03,25.420000,26.230000,25.090000,25.620001,25.620001,6929000
2022-05-04,25.100000,26.950001,24.760000,26.719999,26.719999,7351100
2022-05-05,25.900000,25.959999,22.639999,23.110001,23.110001,11849900
2022-05-06,23.256001,23.549999,21.910000,22.280001,22.280001,9088300
2022-05-09,21.430000,21.430000,19.950001,20.040001,20.040001,10934600
2022-05-10,21.280001,22.020000,19.510000,20.270000,20.270000,8962500
2022-05-11,21.280001,21.799999,19.660000,19.820000,19.820000,14199500
2022-05-12,19.610001,21.389999,18.350000,20.500000,20.500000,14600400
2022-05-13,21.639999,23.120001,21.549999,22.820000,22.820000,10244700
2022-05-16,22.900000,23.920000,22.430000,22.639999,22.639999,8152700
2022-05-17,23.940001,24.870001,23.030001,23.950001,23.950001,9529900
2022-05-18,23.250000,24.780001,22.809999,23.040001,23.040001,10271000
2022-05-19,23.680000,24.559999,23.440001,23.610001,23.610001,10703300
2022-05-20,24.830000,25.139999,22.530001,23.270000,23.270000,15305600
2022-05-23,22.450001,22.690001,21.330000,21.980000,21.980000,15629800
2022-05-24,21.000000,21.309999,19.900000,20.320000,20.320000,11913800
2022-05-25,20.930000,21.320000,20.059999,20.520000,20.520000,8690600
2022-05-26,20.389999,22.270000,20.299999,22.080000,22.080000,7915900
2022-05-27,21.850000,22.799999,21.190001,22.500000,22.500000,8582100
2022-05-31,23.680000,24.190001,23.040001,23.500000,23.500000,14192300
2022-06-01,23.650000,24.070000,22.510000,22.920000,22.920000,10649500
2022-06-02,22.959999,25.230000,22.635000,25.150000,25.150000,12324200
2022-06-03,24.389999,24.870001,23.840000,23.969999,23.969999,6019100
2022-06-06,25.370001,25.680000,24.200001,25.209999,25.209999,11097300
2022-06-07,24.879999,26.219999,24.450001,26.120001,26.120001,8254400
2022-06-08,26.799999,27.754999,26.350000,27.530001,27.530001,14003400
2022-06-09,25.900000,26.820000,25.420000,26.010000,26.010000,11785400
2022-06-10,26.840000,27.400000,25.709999,25.809999,25.809999,11048200
2022-06-13,24.930000,25.440001,23.570000,23.950001,23.950001,8802200
2022-06-14,24.900000,26.459999,24.770000,25.750000,25.750000,12202500
2022-06-15,26.680000,27.350000,25.850000,27.000000,27.000000,10213800
2022-06-16,25.490000,26.480000,25.171000,25.660000,25.660000,6418000
2022-06-17,27.010000,28.650000,26.850000,28.170000,28.170000,18633900
2022-06-21,29.500000,30.670000,29.200001,30.090000,30.090000,15265200
2022-06-22,30.129999,31.660000,29.559999,30.580000,30.580000,12887500
2022-06-23,32.639999,33.060001,31.540001,32.970001,32.970001,14331500
2022-06-24,34.470001,35.349998,33.834999,35.290001,35.290001,15311600
2022-06-27,34.070000,34.900002,33.820000,34.400002,34.400002,9822000
2022-06-28,33.540001,34.200001,32.299999,32.660000,32.660000,14139600
2022-06-29,30.990000,32.610001,30.830000,32.099998,32.099998,10363300
2022-06-30,31.889999,32.439999,30.400000,31.740000,31.740000,9702000
2022-07-01,32.869999,33.020000,29.549999,30.280001,30.280001,12633000
2022-07-05,30.030001,32.220001,29.610001,32.130001,32.130001,8491000
2022-07-06,31.590000,31.930000,30.150000,30.740000,30.740000,7738800
2022-07-07,32.009998,33.560001,31.809999,32.439999,32.439999,10046500
2022-07-08,31.799999,32.750000,31.299999,32.130001,32.130001,6706400
2022-07-11,30.770000,30.889999,29.080000,29.250000,29.250000,8929600
2022-07-12,28.920000,29.680000,28.510000,29.230000,29.230000,5489700
2022-07-13,28.700001,30.120001,28.190001,29.770000,29.770000,5555300
2022-07-14,29.959999,30.445000,29.150000,29.959999,29.959999,6770600
2022-07-15,29.480000,29.629999,28.600000,29.540001,29.540001,6392500
2022-07-18,28.950001,29.340000,28.080000,28.200001,28.200001,14971900
2022-07-19,28.000000,28.020000,26.430000,27.139999,27.139999,12437400
2022-07-20,26.600000,27.459999,26.459999,26.740000,26.740000,8712600
2022-07-21,26.510000,27.250000,26.320000,26.889999,26.889999,8031600
2022-07-22,26.450001,26.780001,24.360001,24.920000,24.920000,13418900
2022-07-25,24.530001,24.820000,24.000000,24.500000,24.500000,6952800
2022-07-26,24.990000,25.610001,24.010000,24.389999,24.389999,8934200
2022-07-27,24.490000,24.959999,23.900000,24.870001,24.870001,5758300
2022-07-28,24.450001,24.964001,23.670000,24.270000,24.270000,7911700
2022-07-29,23.540001,24.580000,23.270000,24.430000,24.430000,7608500
2022-08-01,24.959999,25.170000,24.110001,24.469999,24.469999,13837700
2022-08-02,23.520000,25.280001,23.080000,24.150000,24.150000,13410100
2022-08-03,23.600000,23.700001,22.030001,22.990000,22.990000,20365100
2022-08-04,23.190001,24.700001,23.100000,24.090000,24.090000,13135600
2022-08-05,23.639999,23.900000,22.959999,23.330000,23.330000,6644800
2022-08-08,23.389999,23.830000,23.020000,23.059999,23.059999,7216900
2022-08-09,23.320000,23.709999,22.139999,22.690001,22.690001,10393200
2022-08-10,23.110001,23.110001,22.040001,22.900000,22.900000,10014000
2022-08-11,23.580000,25.910000,23.209999,24.610001,24.610001,19558500
2022-08-12,23.670000,24.480000,23.379999,24.410000,24.410000,8128400
2022-08-15,23.424999,23.610001,22.639999,23.500000,23.500000,14502900
2022-08-16,23.150000,23.200001,22.209999,22.910000,22.910000,12868200
2022-08-17,22.700001,23.090000,22.299999,22.370001,22.370001,6036200
2022-08-18,22.170000,22.230000,21.639999,22.059999,22.059999,6875000
2022-08-19,21.750000,21.760000,21.120001,21.240000,21.240000,6758900
2022-08-22,21.360001,21.650000,20.931000,21.000000,21.000000,8727700
2022-08-23,19.820000,19.860001,18.180000,18.730000,18.730000,28802200
2022-08-24,18.530001,19.920000,18.500000,19.080000,19.080000,11497500
2022-08-25,19.370001,19.930000,18.590000,19.440001,19.440001,19912500
2022-08-26,20.350000,20.400000,18.580000,18.920000,18.920000,16062400
2022-08-29,18.650000,19.200001,18.334999,18.510000,18.510000,9490400
2022-08-30,18.280001,18.600000,17.950001,18.260000,18.260000,14484300
2022-08-31,18.740000,19.120001,18.100000,18.520000,18.520000,12882900
2022-09-01,18.000000,18.059999,16.910000,17.330000,17.330000,16912700
2022-09-02,16.980000,17.139999,16.610001,16.740000,16.740000,12415200
2022-09-06,16.469999,16.570000,15.710000,15.900000,15.900000,17911300
2022-09-07,15.750000,16.530001,15.630000,16.000000,16.000000,14641500
2022-09-08,15.570000,15.680000,15.070000,15.600000,15.600000,17709100
2022-09-09,16.260000,16.559999,16.000000,16.030001,16.030001,12654200
2022-09-12,16.549999,16.639999,15.980000,16.360001,16.360001,21170100
2022-09-13,15.790000,16.559999,15.680000,16.139999,16.139999,20166700
2022-09-14,15.900000,16.235001,15.465000,16.020000,16.020000,16809300
2022-09-15,15.670000,16.200001,15.405000,15.510000,15.510000,15506300
2022-09-16,15.230000,15.300000,14.500000,14.560000,14.560000,26605200
2022-09-19,14.300000,15.725000,14.290000,15.640000,15.640000,18193100
2022-09-20,15.770000,16.440001,15.440000,15.930000,15.930000,15856000
2022-09-21,15.460000,15.490000,13.920000,14.090000,14.090000,41645500
2022-09-22,13.730000,14.600000,13.400000,13.740000,13.740000,23489400
2022-09-23,13.090000,13.892000,12.860000,13.710000,13.710000,28279600
2022-09-26,14.280000,14.830000,14.070000,14.370000,14.370000,27891300
2022-09-27,14.580000,14.800000,13.580000,13.710000,13.710000,21160800
2022-09-28,13.050000,13.421000,12.690000,13.330000,13.330000,31799400
2022-09-29,12.550000,12.850000,11.850000,12.110000,12.110000,33044800
2022-09-30,11.390000,12.280000,11.320000,11.950000,11.950000,21193100
2022-10-03,11.870000,11.930000,11.420000,11.730000,11.730000,22300300
2022-10-04,12.150000,12.380000,11.815000,11.980000,11.980000,22802700
2022-10-05,11.530000,11.550000,10.670000,10.990000,10.990000,38984800
2022-10-06,10.990000,11.190000,10.400000,10.560000,10.560000,22461900
2022-10-07,10.300000,10.440000,9.860000,9.890000,9.890000,22676900
2022-10-10,9.650000,9.730000,9.345000,9.540000,9.540000,22884000
2022-10-11,9.470000,10.058000,9.185000,9.410000,9.410000,30129500
2022-10-12,9.650000,10.180000,9.365000,9.550000,9.550000,22799000
2022-10-13,8.900000,9.300000,8.515000,9.130000,9.130000,25180500
2022-10-14,9.210000,9.340000,8.150000,8.380000,8.380000,31221400
2022-10-17,8.720000,8.840000,8.460000,8.620000,8.620000,16314500
2022-10-18,9.060000,9.240000,8.510000,8.600000,8.600000,19094500
2022-10-19,8.110000,8.120000,7.510000,7.670000,7.670000,34163300
2022-10-20,7.770000,8.230000,7.740000,7.940000,7.940000,31671400
2022-10-21,7.800000,8.210000,7.610000,8.130000,8.130000,21934400
2022-10-24,7.250000,7.270000,6.250000,7.160000,7.160000,60411400
2022-10-25,7.350000,7.990000,7.270000,7.940000,7.940000,33409400
2022-10-26,7.870000,8.525000,7.840000,8.190000,8.190000,34677700
2022-10-27,7.830000,7.875000,7.280000,7.360000,7.360000,30790800
2022-10-28,6.670000,6.890000,6.500000,6.890000,6.890000,38054200
